,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore
2019-01-11 07:00:00+00:00,310.0,2681.0,1699.0,615.0,974.0,215.0,36.0,0.0,3403.0
2019-01-11 08:00:00+00:00,308.0,2753.0,1699.0,808.0,1147.0,591.0,36.0,63.0,3301.0
2019-01-11 09:00:00+00:00,319.0,2747.0,1699.0,478.0,1181.0,491.0,36.0,219.0,3083.0
2019-01-11 10:00:00+00:00,322.0,2684.0,1699.0,428.0,1221.0,193.0,36.0,320.0,2777.0
2019-01-11 11:00:00+00:00,318.0,2732.0,1700.0,360.0,911.0,172.0,36.0,367.0,2378.0
2019-01-11 12:00:00+00:00,326.0,2602.0,1697.0,277.0,770.0,149.0,36.0,386.0,2000.0
2019-01-11 13:00:00+00:00,325.0,2584.0,1735.0,236.0,769.0,134.0,36.0,378.0,1661.0
2019-01-11 14:00:00+00:00,323.0,2611.0,1751.0,200.0,736.0,174.0,35.0,345.0,1475.0
2019-01-11 15:00:00+00:00,319.0,2567.0,1753.0,182.0,646.0,175.0,34.0,266.0,1410.0
2019-01-11 16:00:00+00:00,318.0,2560.0,1754.0,453.0,716.0,164.0,33.0,119.0,1533.0
2019-01-11 17:00:00+00:00,321.0,2654.0,1756.0,1183.0,1020.0,207.0,33.0,6.0,1771.0
2019-01-11 18:00:00+00:00,328.0,2701.0,1757.0,1631.0,1116.0,534.0,34.0,0.0,2040.0
2019-01-11 19:00:00+00:00,334.0,2703.0,1757.0,673.0,931.0,274.0,34.0,0.0,2264.0
2019-01-11 20:00:00+00:00,337.0,2678.0,1757.0,429.0,928.0,154.0,33.0,0.0,2434.0
2019-01-11 21:00:00+00:00,335.0,2226.0,1757.0,223.0,877.0,162.0,33.0,0.0,2600.0
2019-01-11 22:00:00+00:00,334.0,1874.0,1758.0,254.0,604.0,160.0,34.0,0.0,2666.0
2019-01-11 23:00:00+00:00,331.0,1434.0,1679.0,0.0,306.0,110.0,33.0,0.0,2798.0
2019-01-12 00:00:00+00:00,330.0,918.0,1479.0,0.0,222.0,1.0,33.0,0.0,2835.0
2019-01-12 01:00:00+00:00,324.0,909.0,1173.0,0.0,69.0,0.0,34.0,0.0,2819.0
2019-01-12 02:00:00+00:00,324.0,910.0,1144.0,0.0,70.0,0.0,34.0,0.0,2805.0
2019-01-12 03:00:00+00:00,327.0,885.0,1169.0,0.0,73.0,0.0,34.0,0.0,2701.0
2019-01-12 04:00:00+00:00,327.0,877.0,1157.0,0.0,77.0,0.0,34.0,0.0,2622.0
2019-01-12 05:00:00+00:00,321.0,879.0,1170.0,0.0,75.0,0.0,34.0,0.0,2415.0
2019-01-12 06:00:00+00:00,323.0,998.0,1250.0,0.0,69.0,0.0,33.0,0.0,2345.0
2019-01-12 07:00:00+00:00,329.0,1321.0,1574.0,0.0,159.0,34.0,33.0,0.0,2373.0
2019-01-12 08:00:00+00:00,337.0,1487.0,1684.0,0.0,521.0,76.0,34.0,64.0,2366.0
2019-01-12 09:00:00+00:00,338.0,1681.0,1757.0,0.0,633.0,164.0,33.0,225.0,2122.0
2019-01-12 10:00:00+00:00,337.0,1832.0,1756.0,0.0,618.0,212.0,34.0,330.0,1654.0
2019-01-12 11:00:00+00:00,331.0,1895.0,1756.0,10.0,609.0,72.0,34.0,376.0,1154.0
2019-01-12 12:00:00+00:00,332.0,1931.0,1754.0,107.0,656.0,102.0,34.0,390.0,777.0
2019-01-12 13:00:00+00:00,323.0,1769.0,1715.0,1.0,445.0,5.0,34.0,381.0,672.0
2019-01-12 14:00:00+00:00,322.0,1677.0,1643.0,111.0,207.0,0.0,34.0,346.0,548.0
2019-01-12 15:00:00+00:00,323.0,1676.0,1651.0,129.0,140.0,0.0,34.0,267.0,522.0
2019-01-12 16:00:00+00:00,326.0,1682.0,1610.0,134.0,123.0,1.0,35.0,121.0,637.0
2019-01-12 17:00:00+00:00,327.0,1735.0,1700.0,673.0,135.0,105.0,34.0,6.0,971.0
2019-01-12 18:00:00+00:00,323.0,1775.0,1755.0,897.0,377.0,60.0,33.0,0.0,1437.0
2019-01-12 19:00:00+00:00,322.0,1781.0,1756.0,843.0,615.0,118.0,34.0,0.0,1736.0
2019-01-12 20:00:00+00:00,321.0,1810.0,1756.0,746.0,555.0,50.0,34.0,0.0,1982.0
2019-01-12 21:00:00+00:00,322.0,1724.0,1756.0,299.0,562.0,0.0,34.0,0.0,2115.0
2019-01-12 22:00:00+00:00,322.0,1521.0,1756.0,2.0,641.0,0.0,34.0,0.0,2206.0
2019-01-12 23:00:00+00:00,325.0,1240.0,1317.0,0.0,370.0,0.0,34.0,0.0,2375.0
2019-01-13 00:00:00+00:00,326.0,855.0,946.0,0.0,63.0,0.0,34.0,0.0,2460.0
2019-01-13 01:00:00+00:00,324.0,703.0,946.0,0.0,58.0,0.0,34.0,0.0,2316.0
2019-01-13 02:00:00+00:00,325.0,672.0,936.0,0.0,57.0,0.0,33.0,0.0,2340.0
2019-01-13 03:00:00+00:00,322.0,709.0,951.0,0.0,64.0,0.0,34.0,0.0,2376.0
2019-01-13 04:00:00+00:00,320.0,772.0,972.0,0.0,68.0,0.0,34.0,0.0,2087.0
2019-01-13 05:00:00+00:00,320.0,739.0,957.0,0.0,62.0,0.0,32.0,0.0,1854.0
2019-01-13 06:00:00+00:00,323.0,757.0,957.0,0.0,64.0,0.0,33.0,0.0,1752.0
2019-01-13 07:00:00+00:00,329.0,714.0,948.0,0.0,186.0,0.0,33.0,0.0,1660.0
2019-01-13 08:00:00+00:00,319.0,855.0,966.0,0.0,297.0,0.0,33.0,66.0,1597.0
2019-01-13 09:00:00+00:00,320.0,1092.0,1081.0,0.0,459.0,0.0,34.0,224.0,1473.0
2019-01-13 10:00:00+00:00,314.0,1281.0,1115.0,0.0,470.0,0.0,32.0,329.0,1216.0
2019-01-13 11:00:00+00:00,318.0,1282.0,1180.0,0.0,559.0,10.0,34.0,375.0,844.0
2019-01-13 12:00:00+00:00,313.0,1336.0,1180.0,0.0,569.0,9.0,34.0,386.0,523.0
2019-01-13 13:00:00+00:00,317.0,1235.0,1180.0,0.0,526.0,0.0,34.0,378.0,366.0
2019-01-13 14:00:00+00:00,313.0,1307.0,1180.0,0.0,459.0,0.0,34.0,344.0,261.0
2019-01-13 15:00:00+00:00,303.0,1232.0,1180.0,0.0,420.0,0.0,34.0,269.0,244.0
2019-01-13 16:00:00+00:00,300.0,1234.0,1180.0,0.0,453.0,0.0,33.0,125.0,293.0
2019-01-13 17:00:00+00:00,304.0,1156.0,1181.0,378.0,726.0,21.0,34.0,7.0,456.0
2019-01-13 18:00:00+00:00,304.0,1189.0,1180.0,1596.0,872.0,153.0,33.0,0.0,524.0
2019-01-13 19:00:00+00:00,300.0,1353.0,1180.0,1973.0,1095.0,175.0,33.0,0.0,542.0
2019-01-13 20:00:00+00:00,302.0,1453.0,1180.0,1800.0,1037.0,195.0,33.0,0.0,710.0
2019-01-13 21:00:00+00:00,305.0,1321.0,1180.0,1097.0,927.0,167.0,34.0,0.0,812.0
2019-01-13 22:00:00+00:00,303.0,1353.0,1180.0,225.0,880.0,159.0,33.0,0.0,748.0
2019-01-13 23:00:00+00:00,305.0,1026.0,1180.0,197.0,665.0,56.0,34.0,0.0,738.0
2019-01-14 00:00:00+00:00,302.0,767.0,1180.0,11.0,511.0,22.0,34.0,0.0,653.0
2019-01-14 01:00:00+00:00,299.0,748.0,1180.0,0.0,445.0,0.0,34.0,0.0,533.0
2019-01-14 02:00:00+00:00,301.0,757.0,1180.0,0.0,275.0,0.0,34.0,0.0,469.0
2019-01-14 03:00:00+00:00,303.0,665.0,1214.0,0.0,221.0,0.0,34.0,0.0,481.0
2019-01-14 04:00:00+00:00,304.0,707.0,1307.0,0.0,241.0,0.0,35.0,0.0,449.0
2019-01-14 05:00:00+00:00,303.0,854.0,1445.0,15.0,246.0,2.0,34.0,0.0,452.0
2019-01-14 06:00:00+00:00,305.0,1520.0,1574.0,337.0,534.0,71.0,34.0,0.0,484.0
2019-01-14 07:00:00+00:00,305.0,2257.0,1740.0,334.0,693.0,83.0,34.0,0.0,444.0
2019-01-14 08:00:00+00:00,303.0,2466.0,1754.0,275.0,755.0,82.0,34.0,64.0,398.0
2019-01-14 09:00:00+00:00,297.0,2450.0,1754.0,380.0,776.0,82.0,36.0,220.0,293.0
2019-01-14 10:00:00+00:00,295.0,2464.0,1753.0,145.0,861.0,81.0,34.0,318.0,198.0
2019-01-14 11:00:00+00:00,311.0,2474.0,1755.0,195.0,929.0,78.0,35.0,364.0,125.0
2019-01-14 12:00:00+00:00,321.0,2498.0,1755.0,125.0,867.0,68.0,35.0,380.0,109.0
2019-01-14 13:00:00+00:00,316.0,2403.0,1755.0,20.0,699.0,110.0,36.0,374.0,111.0
2019-01-14 14:00:00+00:00,314.0,2418.0,1756.0,0.0,501.0,117.0,35.0,341.0,108.0
2019-01-14 15:00:00+00:00,328.0,2540.0,1754.0,10.0,395.0,64.0,36.0,264.0,122.0
2019-01-14 16:00:00+00:00,324.0,2579.0,1754.0,211.0,495.0,129.0,36.0,123.0,155.0
2019-01-14 17:00:00+00:00,323.0,2582.0,1754.0,551.0,653.0,635.0,36.0,7.0,276.0
2019-01-14 18:00:00+00:00,321.0,2716.0,1755.0,582.0,950.0,758.0,36.0,0.0,483.0
2019-01-14 19:00:00+00:00,317.0,2555.0,1756.0,499.0,1099.0,464.0,37.0,0.0,715.0
2019-01-14 20:00:00+00:00,314.0,2658.0,1756.0,486.0,1102.0,345.0,37.0,0.0,936.0
2019-01-14 21:00:00+00:00,315.0,2278.0,1756.0,243.0,853.0,152.0,37.0,0.0,1137.0
2019-01-14 22:00:00+00:00,317.0,1816.0,1756.0,171.0,336.0,39.0,37.0,0.0,1456.0
2019-01-14 23:00:00+00:00,321.0,1533.0,1701.0,9.0,200.0,0.0,36.0,0.0,1613.0
2019-01-15 00:00:00+00:00,320.0,1363.0,1753.0,0.0,108.0,0.0,36.0,0.0,1569.0
2019-01-15 01:00:00+00:00,333.0,1203.0,1484.0,0.0,62.0,0.0,37.0,0.0,1490.0
2019-01-15 02:00:00+00:00,326.0,1160.0,1426.0,0.0,58.0,0.0,36.0,0.0,1506.0
2019-01-15 03:00:00+00:00,325.0,1203.0,1424.0,0.0,58.0,0.0,36.0,0.0,1433.0
2019-01-15 04:00:00+00:00,328.0,1209.0,1521.0,0.0,62.0,0.0,36.0,0.0,1335.0
2019-01-15 05:00:00+00:00,324.0,1431.0,1685.0,3.0,83.0,2.0,36.0,0.0,1261.0
2019-01-15 06:00:00+00:00,314.0,1695.0,1756.0,415.0,727.0,213.0,35.0,0.0,1145.0
2019-01-15 07:00:00+00:00,320.0,2532.0,1756.0,900.0,1076.0,469.0,36.0,0.0,934.0
2019-01-15 08:00:00+00:00,315.0,2733.0,1756.0,1082.0,1092.0,474.0,35.0,30.0,777.0
2019-01-15 09:00:00+00:00,300.0,2866.0,1756.0,1179.0,1100.0,474.0,35.0,118.0,601.0
2019-01-15 10:00:00+00:00,296.0,2907.0,1757.0,930.0,1161.0,469.0,35.0,173.0,442.0
2019-01-15 11:00:00+00:00,307.0,2995.0,1757.0,655.0,1258.0,221.0,36.0,210.0,301.0
2019-01-15 12:00:00+00:00,304.0,2967.0,1757.0,644.0,1336.0,220.0,37.0,194.0,144.0
2019-01-15 13:00:00+00:00,306.0,2887.0,1757.0,228.0,1236.0,220.0,36.0,206.0,61.0
2019-01-15 14:00:00+00:00,306.0,2841.0,1756.0,183.0,1283.0,141.0,36.0,150.0,46.0
2019-01-15 15:00:00+00:00,300.0,2878.0,1755.0,196.0,1203.0,143.0,36.0,110.0,34.0
2019-01-15 16:00:00+00:00,300.0,2687.0,1755.0,394.0,1165.0,409.0,36.0,59.0,60.0
2019-01-15 17:00:00+00:00,299.0,2879.0,1756.0,1339.0,1715.0,729.0,36.0,4.0,81.0
2019-01-15 18:00:00+00:00,300.0,2917.0,1756.0,1173.0,1745.0,794.0,36.0,0.0,84.0
2019-01-15 19:00:00+00:00,304.0,2765.0,1756.0,959.0,1756.0,487.0,36.0,0.0,108.0
2019-01-15 20:00:00+00:00,300.0,2853.0,1756.0,804.0,1702.0,493.0,34.0,0.0,142.0
2019-01-15 21:00:00+00:00,299.0,2556.0,1756.0,642.0,1659.0,462.0,35.0,0.0,179.0
2019-01-15 22:00:00+00:00,300.0,2043.0,1759.0,260.0,1560.0,248.0,36.0,0.0,200.0
2019-01-15 23:00:00+00:00,299.0,1571.0,1758.0,83.0,1252.0,62.0,34.0,0.0,261.0
2019-01-16 00:00:00+00:00,300.0,1249.0,1758.0,0.0,621.0,62.0,35.0,0.0,291.0
2019-01-16 01:00:00+00:00,297.0,1249.0,1672.0,0.0,244.0,5.0,35.0,0.0,327.0
2019-01-16 02:00:00+00:00,297.0,1257.0,1708.0,0.0,273.0,0.0,34.0,0.0,355.0
2019-01-16 03:00:00+00:00,295.0,1250.0,1758.0,0.0,177.0,0.0,35.0,0.0,363.0
2019-01-16 04:00:00+00:00,296.0,1270.0,1753.0,0.0,123.0,0.0,34.0,0.0,435.0
2019-01-16 05:00:00+00:00,300.0,1365.0,1757.0,9.0,171.0,4.0,36.0,0.0,383.0
2019-01-16 06:00:00+00:00,302.0,1662.0,1757.0,242.0,873.0,217.0,34.0,0.0,318.0
2019-01-16 07:00:00+00:00,305.0,2516.0,1756.0,813.0,1216.0,542.0,34.0,0.0,253.0
2019-01-16 08:00:00+00:00,306.0,2887.0,1756.0,718.0,1332.0,661.0,35.0,18.0,241.0
2019-01-16 09:00:00+00:00,296.0,3040.0,1756.0,679.0,1356.0,588.0,36.0,71.0,166.0
2019-01-16 10:00:00+00:00,289.0,3007.0,1755.0,277.0,1338.0,533.0,35.0,115.0,120.0
2019-01-16 11:00:00+00:00,287.0,2687.0,1755.0,375.0,1594.0,433.0,36.0,143.0,123.0
2019-01-16 12:00:00+00:00,289.0,2627.0,1755.0,355.0,1423.0,299.0,36.0,152.0,161.0
2019-01-16 13:00:00+00:00,293.0,2582.0,1755.0,33.0,889.0,81.0,36.0,135.0,167.0
2019-01-16 14:00:00+00:00,293.0,2557.0,1756.0,358.0,791.0,80.0,36.0,93.0,145.0
2019-01-16 15:00:00+00:00,294.0,2593.0,1756.0,361.0,770.0,90.0,35.0,46.0,129.0
2019-01-16 16:00:00+00:00,301.0,2709.0,1755.0,294.0,1179.0,180.0,35.0,20.0,123.0
2019-01-16 17:00:00+00:00,295.0,2974.0,1755.0,716.0,1441.0,525.0,36.0,1.0,118.0
2019-01-16 18:00:00+00:00,300.0,3015.0,1754.0,790.0,1455.0,664.0,36.0,0.0,133.0
2019-01-16 19:00:00+00:00,302.0,2929.0,1754.0,731.0,1559.0,646.0,35.0,0.0,176.0
2019-01-16 20:00:00+00:00,311.0,2870.0,1756.0,638.0,1719.0,677.0,36.0,0.0,213.0
2019-01-16 21:00:00+00:00,322.0,2858.0,1756.0,350.0,1688.0,575.0,35.0,0.0,284.0
2019-01-16 22:00:00+00:00,321.0,2455.0,1755.0,182.0,1151.0,173.0,34.0,0.0,359.0
2019-01-16 23:00:00+00:00,326.0,1727.0,1754.0,145.0,1007.0,567.0,34.0,0.0,421.0
2019-01-17 00:00:00+00:00,326.0,1219.0,1755.0,0.0,359.0,292.0,35.0,0.0,475.0
2019-01-17 01:00:00+00:00,329.0,1155.0,1719.0,0.0,291.0,125.0,36.0,0.0,546.0
2019-01-17 02:00:00+00:00,331.0,1216.0,1713.0,0.0,258.0,126.0,37.0,0.0,739.0
2019-01-17 03:00:00+00:00,335.0,1231.0,1640.0,0.0,168.0,79.0,36.0,0.0,1040.0
2019-01-17 04:00:00+00:00,334.0,1301.0,1728.0,8.0,217.0,70.0,36.0,0.0,1257.0
2019-01-17 05:00:00+00:00,334.0,1333.0,1756.0,395.0,257.0,138.0,36.0,0.0,1368.0
2019-01-17 06:00:00+00:00,341.0,1646.0,1757.0,1117.0,804.0,720.0,36.0,0.0,1648.0
2019-01-17 07:00:00+00:00,339.0,2349.0,1758.0,1284.0,996.0,826.0,34.0,0.0,1725.0
2019-01-17 08:00:00+00:00,337.0,2609.0,1758.0,972.0,1170.0,746.0,35.0,12.0,1748.0
2019-01-17 09:00:00+00:00,339.0,2675.0,1757.0,453.0,1301.0,755.0,35.0,75.0,1485.0
2019-01-17 10:00:00+00:00,334.0,2545.0,1756.0,504.0,1193.0,587.0,36.0,148.0,1212.0
2019-01-17 11:00:00+00:00,337.0,2525.0,1756.0,313.0,1144.0,383.0,36.0,223.0,1145.0
2019-01-17 12:00:00+00:00,342.0,2507.0,1755.0,81.0,1182.0,308.0,37.0,281.0,1116.0
2019-01-17 13:00:00+00:00,340.0,2501.0,1756.0,0.0,689.0,103.0,36.0,290.0,1075.0
2019-01-17 14:00:00+00:00,338.0,2460.0,1756.0,69.0,511.0,166.0,36.0,267.0,965.0
2019-01-17 15:00:00+00:00,331.0,2538.0,1756.0,30.0,856.0,181.0,36.0,220.0,982.0
2019-01-17 16:00:00+00:00,333.0,2701.0,1756.0,495.0,1199.0,430.0,36.0,107.0,996.0
2019-01-17 17:00:00+00:00,335.0,2492.0,1755.0,1866.0,1585.0,1049.0,37.0,7.0,951.0
2019-01-17 18:00:00+00:00,333.0,2509.0,1755.0,2050.0,1746.0,1041.0,36.0,0.0,1119.0
2019-01-17 19:00:00+00:00,328.0,2581.0,1755.0,1001.0,1608.0,872.0,36.0,0.0,1148.0
2019-01-17 20:00:00+00:00,333.0,2432.0,1756.0,991.0,1812.0,869.0,35.0,0.0,1135.0
2019-01-17 21:00:00+00:00,335.0,2400.0,1756.0,336.0,1617.0,670.0,34.0,0.0,1022.0
2019-01-17 22:00:00+00:00,338.0,1931.0,1755.0,167.0,1481.0,348.0,36.0,0.0,829.0
2019-01-17 23:00:00+00:00,339.0,1605.0,1756.0,81.0,1126.0,276.0,36.0,0.0,605.0
2019-01-18 00:00:00+00:00,336.0,1224.0,1755.0,0.0,666.0,70.0,36.0,0.0,437.0
2019-01-18 01:00:00+00:00,335.0,1156.0,1756.0,0.0,392.0,69.0,36.0,0.0,311.0
2019-01-18 02:00:00+00:00,335.0,1131.0,1756.0,0.0,170.0,62.0,36.0,0.0,244.0
2019-01-18 03:00:00+00:00,334.0,1199.0,1757.0,0.0,143.0,21.0,36.0,0.0,238.0
2019-01-18 04:00:00+00:00,339.0,1274.0,1716.0,0.0,139.0,39.0,36.0,0.0,228.0
2019-01-18 05:00:00+00:00,338.0,1349.0,1659.0,52.0,378.0,420.0,34.0,0.0,268.0
2019-01-18 06:00:00+00:00,338.0,1602.0,1728.0,1560.0,1309.0,1027.0,34.0,0.0,337.0
2019-01-18 07:00:00+00:00,335.0,2115.0,1755.0,1647.0,1604.0,970.0,33.0,0.0,569.0
2019-01-18 08:00:00+00:00,342.0,2332.0,1756.0,1523.0,1858.0,1033.0,35.0,50.0,605.0
2019-01-18 09:00:00+00:00,328.0,2555.0,1756.0,1457.0,1917.0,1132.0,36.0,183.0,454.0
2019-01-18 10:00:00+00:00,327.0,2650.0,1755.0,1125.0,1936.0,1043.0,36.0,280.0,365.0
2019-01-18 11:00:00+00:00,340.0,2568.0,1755.0,577.0,1955.0,949.0,35.0,311.0,328.0
2019-01-18 12:00:00+00:00,351.0,2560.0,1753.0,207.0,1417.0,214.0,37.0,299.0,315.0
2019-01-18 13:00:00+00:00,352.0,2305.0,1754.0,33.0,1073.0,166.0,37.0,282.0,305.0
2019-01-18 14:00:00+00:00,342.0,2688.0,1755.0,142.0,1128.0,181.0,36.0,217.0,275.0
2019-01-18 15:00:00+00:00,339.0,2647.0,1755.0,255.0,1443.0,585.0,35.0,133.0,231.0
2019-01-18 16:00:00+00:00,351.0,2599.0,1754.0,745.0,1625.0,925.0,36.0,51.0,255.0
2019-01-18 17:00:00+00:00,353.0,2679.0,1753.0,948.0,2124.0,1181.0,36.0,3.0,288.0
2019-01-18 18:00:00+00:00,355.0,2695.0,1754.0,651.0,1904.0,1087.0,36.0,0.0,369.0
2019-01-18 19:00:00+00:00,351.0,2670.0,1754.0,561.0,2000.0,837.0,35.0,0.0,390.0
2019-01-18 20:00:00+00:00,347.0,2455.0,1755.0,565.0,2058.0,714.0,34.0,0.0,413.0
2019-01-18 21:00:00+00:00,347.0,2391.0,1755.0,224.0,1726.0,465.0,33.0,0.0,397.0
2019-01-18 22:00:00+00:00,348.0,2030.0,1755.0,124.0,1232.0,327.0,33.0,0.0,444.0
2019-01-18 23:00:00+00:00,348.0,1548.0,1754.0,17.0,1069.0,601.0,32.0,0.0,562.0
2019-01-19 00:00:00+00:00,350.0,1226.0,1740.0,0.0,299.0,58.0,34.0,0.0,515.0
2019-01-19 01:00:00+00:00,348.0,1267.0,1708.0,0.0,173.0,67.0,34.0,0.0,358.0
2019-01-19 02:00:00+00:00,346.0,1144.0,1736.0,0.0,273.0,69.0,33.0,0.0,357.0
2019-01-19 03:00:00+00:00,349.0,1114.0,1658.0,0.0,241.0,128.0,32.0,0.0,419.0
2019-01-19 04:00:00+00:00,348.0,1108.0,1707.0,0.0,204.0,131.0,33.0,0.0,532.0
2019-01-19 05:00:00+00:00,343.0,1276.0,1752.0,0.0,188.0,134.0,32.0,0.0,769.0
2019-01-19 06:00:00+00:00,340.0,1508.0,1752.0,5.0,491.0,222.0,29.0,0.0,981.0
2019-01-19 07:00:00+00:00,340.0,1524.0,1753.0,95.0,827.0,784.0,29.0,0.0,1300.0
2019-01-19 08:00:00+00:00,344.0,1472.0,1755.0,94.0,1231.0,853.0,34.0,8.0,1727.0
2019-01-19 09:00:00+00:00,342.0,1548.0,1741.0,67.0,1206.0,661.0,33.0,18.0,2217.0
2019-01-19 10:00:00+00:00,341.0,1644.0,1757.0,343.0,1209.0,817.0,33.0,43.0,2544.0
2019-01-19 11:00:00+00:00,339.0,1652.0,1757.0,502.0,1312.0,899.0,33.0,68.0,2655.0
2019-01-19 12:00:00+00:00,337.0,1614.0,1758.0,118.0,1126.0,483.0,33.0,78.0,2931.0
2019-01-19 13:00:00+00:00,335.0,1346.0,1758.0,118.0,919.0,300.0,33.0,96.0,3096.0
2019-01-19 14:00:00+00:00,329.0,1336.0,1757.0,28.0,594.0,106.0,32.0,72.0,3408.0
2019-01-19 15:00:00+00:00,330.0,1397.0,1756.0,82.0,750.0,186.0,33.0,40.0,3492.0
2019-01-19 16:00:00+00:00,333.0,1515.0,1757.0,247.0,1204.0,562.0,34.0,14.0,3604.0
2019-01-19 17:00:00+00:00,333.0,1691.0,1758.0,254.0,1447.0,759.0,34.0,0.0,3574.0
2019-01-19 18:00:00+00:00,337.0,1733.0,1757.0,430.0,1720.0,928.0,33.0,0.0,3448.0
2019-01-19 19:00:00+00:00,335.0,1627.0,1756.0,105.0,1169.0,861.0,33.0,0.0,3390.0
2019-01-19 20:00:00+00:00,333.0,1394.0,1756.0,90.0,1175.0,484.0,32.0,0.0,3428.0
2019-01-19 21:00:00+00:00,331.0,1477.0,1757.0,90.0,1112.0,459.0,33.0,0.0,3411.0
2019-01-19 22:00:00+00:00,330.0,1345.0,1756.0,85.0,918.0,169.0,32.0,0.0,3464.0
2019-01-19 23:00:00+00:00,326.0,867.0,1394.0,0.0,509.0,3.0,33.0,0.0,3736.0
2019-01-20 00:00:00+00:00,325.0,610.0,1180.0,0.0,302.0,49.0,33.0,0.0,4008.0
2019-01-20 01:00:00+00:00,328.0,631.0,1180.0,0.0,303.0,54.0,33.0,0.0,4105.0
2019-01-20 02:00:00+00:00,330.0,633.0,1180.0,0.0,254.0,56.0,32.0,0.0,4137.0
2019-01-20 03:00:00+00:00,331.0,608.0,1180.0,0.0,244.0,54.0,31.0,0.0,4172.0
2019-01-20 04:00:00+00:00,329.0,671.0,1180.0,0.0,276.0,52.0,31.0,0.0,4081.0
2019-01-20 05:00:00+00:00,329.0,682.0,1180.0,0.0,257.0,52.0,30.0,0.0,3924.0
2019-01-20 06:00:00+00:00,329.0,669.0,943.0,0.0,404.0,55.0,28.0,0.0,3747.0
2019-01-20 07:00:00+00:00,329.0,626.0,1180.0,0.0,445.0,53.0,29.0,0.0,3562.0
2019-01-20 08:00:00+00:00,338.0,777.0,1180.0,0.0,460.0,70.0,30.0,64.0,3356.0
2019-01-20 09:00:00+00:00,343.0,1010.0,1180.0,0.0,637.0,70.0,33.0,221.0,3105.0
2019-01-20 10:00:00+00:00,340.0,925.0,1180.0,0.0,711.0,60.0,31.0,321.0,2967.0
2019-01-20 11:00:00+00:00,337.0,950.0,1180.0,0.0,671.0,59.0,31.0,361.0,2943.0
2019-01-20 12:00:00+00:00,341.0,1003.0,1180.0,0.0,783.0,59.0,33.0,373.0,2899.0
2019-01-20 13:00:00+00:00,339.0,874.0,1180.0,0.0,335.0,59.0,32.0,359.0,2876.0
2019-01-20 14:00:00+00:00,335.0,849.0,1180.0,0.0,315.0,59.0,32.0,318.0,2885.0
2019-01-20 15:00:00+00:00,336.0,910.0,1180.0,0.0,350.0,59.0,32.0,251.0,2737.0
2019-01-20 16:00:00+00:00,337.0,956.0,1180.0,0.0,489.0,60.0,32.0,133.0,2447.0
2019-01-20 17:00:00+00:00,338.0,899.0,1181.0,43.0,673.0,192.0,32.0,12.0,2522.0
2019-01-20 18:00:00+00:00,336.0,1018.0,1181.0,230.0,982.0,478.0,32.0,0.0,2608.0
2019-01-20 19:00:00+00:00,336.0,852.0,1181.0,99.0,1128.0,431.0,33.0,0.0,2669.0
2019-01-20 20:00:00+00:00,336.0,876.0,1180.0,3.0,1145.0,157.0,32.0,0.0,2648.0
2019-01-20 21:00:00+00:00,341.0,986.0,1181.0,0.0,769.0,115.0,33.0,0.0,2487.0
2019-01-20 22:00:00+00:00,343.0,964.0,1180.0,0.0,492.0,71.0,33.0,0.0,2434.0
2019-01-20 23:00:00+00:00,341.0,772.0,1181.0,0.0,349.0,63.0,33.0,0.0,2514.0
2019-01-21 00:00:00+00:00,344.0,611.0,1181.0,0.0,223.0,68.0,32.0,0.0,2520.0
2019-01-21 01:00:00+00:00,339.0,638.0,1181.0,0.0,121.0,69.0,32.0,0.0,2334.0
2019-01-21 02:00:00+00:00,338.0,653.0,1221.0,0.0,90.0,71.0,31.0,0.0,2241.0
2019-01-21 03:00:00+00:00,341.0,663.0,1355.0,0.0,98.0,71.0,32.0,0.0,2045.0
2019-01-21 04:00:00+00:00,335.0,724.0,1506.0,0.0,125.0,74.0,32.0,0.0,1870.0
2019-01-21 05:00:00+00:00,333.0,978.0,1678.0,10.0,328.0,300.0,30.0,0.0,1816.0
2019-01-21 06:00:00+00:00,335.0,1497.0,1708.0,572.0,1009.0,874.0,32.0,0.0,1803.0
2019-01-21 07:00:00+00:00,332.0,2123.0,1753.0,780.0,1449.0,874.0,32.0,0.0,1814.0
2019-01-21 08:00:00+00:00,332.0,2502.0,1754.0,926.0,1483.0,936.0,31.0,52.0,1713.0
2019-01-21 09:00:00+00:00,332.0,2700.0,1754.0,1011.0,1654.0,925.0,30.0,189.0,1340.0
2019-01-21 10:00:00+00:00,332.0,2620.0,1755.0,995.0,1627.0,710.0,32.0,310.0,1010.0
2019-01-21 11:00:00+00:00,338.0,2523.0,1755.0,426.0,1615.0,699.0,34.0,380.0,831.0
2019-01-21 12:00:00+00:00,344.0,2501.0,1754.0,261.0,1524.0,585.0,35.0,397.0,726.0
2019-01-21 13:00:00+00:00,342.0,2274.0,1755.0,7.0,1278.0,86.0,35.0,390.0,778.0
2019-01-21 14:00:00+00:00,332.0,2310.0,1755.0,0.0,1131.0,88.0,29.0,356.0,860.0
2019-01-21 15:00:00+00:00,336.0,2516.0,1754.0,34.0,1116.0,88.0,26.0,286.0,795.0
