,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2016-01-09 16:00:00+01:00,270.0,2550.0,7.0,258.0,1421.0,5694.0,1093.0,52625.0,255.0,75.0,4000.0
2016-01-09 17:00:00+01:00,270.0,2525.0,7.0,258.0,583.0,5976.0,1414.0,52953.0,51.0,77.0,4785.0
2016-01-09 18:00:00+01:00,269.0,2530.0,7.0,256.0,242.0,6284.0,1605.0,53035.0,0.0,75.0,5562.0
2016-01-09 19:00:00+01:00,268.0,2519.0,7.0,257.0,408.0,6409.0,1775.0,52506.0,0.0,77.0,6061.0
2016-01-09 20:00:00+01:00,268.0,2548.0,7.0,257.0,515.0,6261.0,1527.0,51640.0,0.0,77.0,6239.0
2016-01-09 21:00:00+01:00,268.0,2515.0,7.0,257.0,1290.0,6103.0,1155.0,50938.0,0.0,75.0,6391.0
2016-01-09 22:00:00+01:00,268.0,2518.0,7.0,257.0,1081.0,6154.0,1684.0,49765.0,0.0,76.0,6231.0
2016-01-09 23:00:00+01:00,268.0,2529.0,7.0,258.0,1270.0,6195.0,1185.0,49174.0,0.0,78.0,6204.0
2016-01-10 00:00:00+01:00,268.0,2515.0,7.0,258.0,1651.0,6086.0,1145.0,48907.0,0.0,81.0,6189.0
2016-01-10 01:00:00+01:00,268.0,2498.0,7.0,257.0,2776.0,5959.0,1067.0,47608.0,0.0,82.0,6039.0
2016-01-10 02:00:00+01:00,269.0,2512.0,7.0,257.0,2703.0,5931.0,1094.0,45824.0,0.0,82.0,5985.0
2016-01-10 03:00:00+01:00,268.0,2525.0,7.0,258.0,2967.0,5812.0,1197.0,45186.0,0.0,81.0,5745.0
2016-01-10 04:00:00+01:00,268.0,2525.0,7.0,258.0,3169.0,5748.0,1166.0,45087.0,0.0,81.0,5363.0
2016-01-10 05:00:00+01:00,269.0,2528.0,7.0,257.0,3169.0,5713.0,1176.0,45289.0,0.0,77.0,5019.0
2016-01-10 06:00:00+01:00,269.0,2527.0,7.0,257.0,3163.0,5719.0,1177.0,45254.0,0.0,76.0,5065.0
2016-01-10 07:00:00+01:00,268.0,2543.0,7.0,257.0,2859.0,5791.0,1163.0,44971.0,0.0,70.0,5040.0
2016-01-10 08:00:00+01:00,268.0,2552.0,7.0,257.0,2683.0,5787.0,1319.0,46047.0,72.0,68.0,4967.0
2016-01-10 09:00:00+01:00,272.0,2547.0,7.0,259.0,2540.0,5839.0,1392.0,47940.0,305.0,68.0,4833.0
2016-01-10 10:00:00+01:00,276.0,2538.0,7.0,258.0,2139.0,5974.0,1411.0,49800.0,642.0,69.0,4838.0
2016-01-10 11:00:00+01:00,276.0,2523.0,7.0,259.0,832.0,6086.0,1533.0,50304.0,946.0,67.0,4817.0
2016-01-10 12:00:00+01:00,277.0,2523.0,7.0,258.0,250.0,6115.0,1605.0,50690.0,1163.0,70.0,4844.0
2016-01-10 13:00:00+01:00,275.0,2516.0,7.0,258.0,1319.0,5988.0,1375.0,51651.0,1130.0,70.0,4791.0
2016-01-10 14:00:00+01:00,276.0,2507.0,7.0,259.0,2447.0,5794.0,1433.0,51547.0,916.0,70.0,4689.0
2016-01-10 15:00:00+01:00,276.0,2499.0,7.0,258.0,2310.0,5678.0,1125.0,51376.0,583.0,69.0,4370.0
2016-01-10 16:00:00+01:00,276.0,2504.0,7.0,259.0,2061.0,5594.0,1450.0,51955.0,219.0,72.0,3939.0
2016-01-10 17:00:00+01:00,276.0,2519.0,7.0,258.0,135.0,5621.0,1539.0,52794.0,47.0,68.0,3832.0
2016-01-10 18:00:00+01:00,276.0,2519.0,4.0,258.0,1794.0,5954.0,1816.0,54328.0,0.0,67.0,3938.0
2016-01-10 19:00:00+01:00,276.0,2518.0,6.0,258.0,1144.0,6152.0,1515.0,55305.0,0.0,67.0,3918.0
2016-01-10 20:00:00+01:00,276.0,2510.0,6.0,257.0,225.0,6143.0,1282.0,55209.0,0.0,66.0,3795.0
2016-01-10 21:00:00+01:00,276.0,2529.0,6.0,257.0,602.0,6074.0,1161.0,54054.0,0.0,66.0,3663.0
2016-01-10 22:00:00+01:00,273.0,2538.0,8.0,257.0,404.0,5916.0,1350.0,53320.0,0.0,65.0,3667.0
2016-01-10 23:00:00+01:00,276.0,2537.0,8.0,257.0,1255.0,5842.0,1252.0,52979.0,0.0,66.0,3845.0
2016-01-11 00:00:00+01:00,277.0,2509.0,9.0,257.0,2639.0,5811.0,1532.0,52570.0,0.0,68.0,3763.0
2016-01-11 01:00:00+01:00,277.0,2527.0,14.0,257.0,3145.0,5780.0,1346.0,52247.0,0.0,70.0,3775.0
2016-01-11 02:00:00+01:00,278.0,2529.0,20.0,258.0,3139.0,5830.0,1190.0,51853.0,0.0,72.0,3725.0
2016-01-11 03:00:00+01:00,277.0,2521.0,19.0,257.0,3135.0,5837.0,1176.0,50730.0,0.0,71.0,3551.0
2016-01-11 04:00:00+01:00,277.0,2561.0,39.0,257.0,2443.0,5711.0,1146.0,50195.0,0.0,73.0,3689.0
2016-01-11 05:00:00+01:00,277.0,2792.0,140.0,256.0,2480.0,5653.0,1281.0,50227.0,0.0,69.0,4323.0
2016-01-11 06:00:00+01:00,276.0,3338.0,240.0,258.0,1641.0,5784.0,1635.0,51874.0,0.0,67.0,4910.0
2016-01-11 07:00:00+01:00,273.0,4728.0,457.0,258.0,873.0,5966.0,2076.0,54506.0,0.0,53.0,5203.0
2016-01-11 08:00:00+01:00,274.0,5778.0,672.0,258.0,1177.0,6057.0,2414.0,55567.0,66.0,55.0,5354.0
2016-01-11 09:00:00+01:00,273.0,6059.0,695.0,258.0,1222.0,6205.0,2384.0,56031.0,312.0,53.0,5668.0
2016-01-11 10:00:00+01:00,274.0,6038.0,748.0,258.0,992.0,6182.0,2348.0,56038.0,812.0,53.0,6018.0
2016-01-11 11:00:00+01:00,272.0,5990.0,855.0,258.0,1207.0,6219.0,2309.0,56683.0,1203.0,51.0,6230.0
2016-01-11 12:00:00+01:00,266.0,6243.0,1157.0,257.0,632.0,6322.0,1672.0,56618.0,1391.0,51.0,6441.0
2016-01-11 13:00:00+01:00,276.0,6230.0,1251.0,259.0,73.0,6385.0,1550.0,56378.0,1478.0,50.0,6746.0
2016-01-11 14:00:00+01:00,274.0,5956.0,1154.0,258.0,520.0,6231.0,1394.0,56404.0,1477.0,53.0,6863.0
2016-01-11 15:00:00+01:00,277.0,5736.0,980.0,258.0,604.0,6131.0,1317.0,56285.0,1102.0,51.0,7055.0
2016-01-11 16:00:00+01:00,277.0,5367.0,898.0,257.0,39.0,6094.0,1409.0,56514.0,351.0,50.0,7216.0
2016-01-11 17:00:00+01:00,278.0,5719.0,883.0,257.0,521.0,6113.0,1810.0,56644.0,57.0,51.0,7384.0
2016-01-11 18:00:00+01:00,276.0,6441.0,885.0,257.0,1591.0,6362.0,2493.0,57125.0,0.0,52.0,7358.0
2016-01-11 19:00:00+01:00,275.0,6155.0,899.0,257.0,1857.0,6420.0,2427.0,57303.0,0.0,52.0,7039.0
2016-01-11 20:00:00+01:00,274.0,4544.0,902.0,258.0,407.0,6266.0,1873.0,56968.0,0.0,55.0,6698.0
2016-01-11 21:00:00+01:00,264.0,3234.0,894.0,258.0,240.0,6095.0,1692.0,56414.0,0.0,55.0,6396.0
2016-01-11 22:00:00+01:00,276.0,2684.0,882.0,257.0,341.0,6093.0,1509.0,55279.0,0.0,57.0,6281.0
2016-01-11 23:00:00+01:00,276.0,2517.0,882.0,256.0,969.0,6021.0,1606.0,54959.0,0.0,57.0,6175.0
2016-01-12 00:00:00+01:00,277.0,2483.0,882.0,259.0,2230.0,6034.0,1751.0,54066.0,0.0,54.0,6206.0
2016-01-12 01:00:00+01:00,277.0,2488.0,889.0,258.0,2483.0,5952.0,1953.0,52267.0,0.0,51.0,6162.0
2016-01-12 02:00:00+01:00,277.0,2475.0,603.0,258.0,2423.0,5929.0,1736.0,52426.0,0.0,54.0,5840.0
2016-01-12 03:00:00+01:00,277.0,2468.0,584.0,258.0,2424.0,6024.0,1544.0,52398.0,0.0,57.0,5563.0
2016-01-12 04:00:00+01:00,273.0,2466.0,597.0,259.0,2736.0,5945.0,1145.0,53043.0,0.0,56.0,5592.0
2016-01-12 05:00:00+01:00,274.0,2687.0,581.0,257.0,2740.0,5804.0,1488.0,54231.0,0.0,53.0,5718.0
2016-01-12 06:00:00+01:00,273.0,3218.0,715.0,258.0,1519.0,5821.0,1886.0,55477.0,0.0,54.0,5679.0
2016-01-12 07:00:00+01:00,274.0,5114.0,968.0,259.0,1025.0,6023.0,2381.0,56488.0,0.0,53.0,5826.0
2016-01-12 08:00:00+01:00,272.0,6699.0,1042.0,257.0,1892.0,6148.0,2823.0,57399.0,90.0,54.0,5604.0
2016-01-12 09:00:00+01:00,276.0,6829.0,1042.0,257.0,1921.0,6162.0,2963.0,57612.0,448.0,51.0,5535.0
2016-01-12 10:00:00+01:00,276.0,6686.0,996.0,258.0,1319.0,6255.0,2750.0,57600.0,1030.0,50.0,5652.0
2016-01-12 11:00:00+01:00,272.0,6564.0,968.0,258.0,669.0,6183.0,2575.0,57721.0,1535.0,54.0,5985.0
2016-01-12 12:00:00+01:00,272.0,6447.0,955.0,257.0,607.0,6262.0,2114.0,57863.0,1828.0,52.0,6358.0
2016-01-12 13:00:00+01:00,272.0,6536.0,862.0,259.0,70.0,6230.0,1806.0,57753.0,1663.0,50.0,6586.0
2016-01-12 14:00:00+01:00,269.0,6539.0,737.0,259.0,468.0,6118.0,1701.0,57869.0,1385.0,50.0,6799.0
2016-01-12 15:00:00+01:00,274.0,6640.0,596.0,259.0,521.0,6118.0,1715.0,58312.0,854.0,52.0,6938.0
2016-01-12 16:00:00+01:00,276.0,6849.0,604.0,259.0,217.0,6217.0,1735.0,58275.0,319.0,59.0,6708.0
2016-01-12 18:00:00+01:00,270.0,7319.0,857.0,259.0,2648.0,6472.0,3750.0,57713.0,0.0,57.0,6782.0
2016-01-12 19:00:00+01:00,270.0,7350.0,905.0,259.0,2377.0,6519.0,3528.0,57789.0,0.0,61.0,6846.0
2016-01-12 20:00:00+01:00,270.0,6604.0,818.0,259.0,606.0,6303.0,2252.0,57763.0,0.0,63.0,6893.0
2016-01-12 21:00:00+01:00,275.0,4462.0,621.0,259.0,1559.0,6160.0,2086.0,57735.0,0.0,66.0,7018.0
2016-01-12 22:00:00+01:00,273.0,3516.0,582.0,258.0,945.0,6040.0,2398.0,57081.0,0.0,66.0,7042.0
2016-01-12 23:00:00+01:00,276.0,3280.0,575.0,257.0,2046.0,6102.0,2280.0,57000.0,0.0,67.0,7122.0
2016-01-13 00:00:00+01:00,276.0,2867.0,581.0,258.0,2861.0,5871.0,1481.0,56567.0,0.0,73.0,7033.0
2016-01-13 01:00:00+01:00,276.0,2545.0,563.0,258.0,1844.0,5827.0,1295.0,55437.0,0.0,74.0,6820.0
2016-01-13 02:00:00+01:00,277.0,2544.0,567.0,259.0,2151.0,5838.0,1345.0,54749.0,0.0,75.0,6520.0
2016-01-13 03:00:00+01:00,277.0,2539.0,570.0,258.0,2789.0,5880.0,935.0,54810.0,0.0,72.0,6202.0
2016-01-13 04:00:00+01:00,275.0,2576.0,592.0,258.0,2457.0,5682.0,734.0,54889.0,0.0,75.0,5786.0
2016-01-13 05:00:00+01:00,274.0,2654.0,687.0,258.0,1816.0,5506.0,1163.0,55453.0,0.0,74.0,5351.0
2016-01-13 06:00:00+01:00,273.0,3652.0,1036.0,259.0,419.0,5603.0,1955.0,56240.0,0.0,73.0,5054.0
2016-01-13 07:00:00+01:00,272.0,5757.0,1350.0,260.0,1982.0,6176.0,3174.0,57866.0,0.0,73.0,4749.0
2016-01-13 08:00:00+01:00,272.0,6768.0,1452.0,259.0,2305.0,6385.0,3788.0,58163.0,104.0,72.0,4327.0
2016-01-13 09:00:00+01:00,273.0,6967.0,1590.0,257.0,2369.0,6447.0,4025.0,58116.0,563.0,70.0,3738.0
2016-01-13 10:00:00+01:00,277.0,7174.0,1678.0,257.0,1869.0,6441.0,3778.0,58035.0,1353.0,69.0,3136.0
2016-01-13 11:00:00+01:00,285.0,7322.0,1729.0,258.0,1289.0,6359.0,2559.0,58008.0,1924.0,69.0,2877.0
2016-01-13 12:00:00+01:00,282.0,6913.0,1734.0,257.0,1488.0,6311.0,2052.0,57940.0,2023.0,72.0,2655.0
2016-01-13 13:00:00+01:00,276.0,6920.0,1798.0,258.0,1105.0,6287.0,1902.0,57992.0,1890.0,73.0,2345.0
2016-01-13 14:00:00+01:00,263.0,6798.0,1839.0,258.0,802.0,6036.0,1622.0,58001.0,1510.0,74.0,2052.0
2016-01-13 15:00:00+01:00,263.0,6810.0,1858.0,258.0,337.0,5998.0,1624.0,58018.0,922.0,75.0,1809.0
2016-01-13 16:00:00+01:00,237.0,6833.0,1870.0,259.0,727.0,6036.0,1714.0,58078.0,313.0,77.0,1644.0
2016-01-13 17:00:00+01:00,279.0,6949.0,1850.0,259.0,1563.0,6235.0,2170.0,58098.0,59.0,76.0,1894.0
2016-01-13 18:00:00+01:00,277.0,7001.0,1860.0,258.0,2673.0,6335.0,3527.0,58110.0,0.0,75.0,2356.0
2016-01-13 19:00:00+01:00,277.0,7006.0,1929.0,257.0,3032.0,6609.0,4020.0,58131.0,0.0,74.0,2637.0
2016-01-13 20:00:00+01:00,282.0,7007.0,1942.0,258.0,1484.0,6371.0,2720.0,58132.0,0.0,74.0,3037.0
2016-01-13 21:00:00+01:00,283.0,6513.0,1901.0,258.0,182.0,6024.0,1798.0,57775.0,0.0,73.0,3275.0
2016-01-13 22:00:00+01:00,285.0,6068.0,1801.0,259.0,85.0,5827.0,1934.0,57495.0,0.0,76.0,3204.0
2016-01-13 23:00:00+01:00,287.0,5546.0,1373.0,258.0,23.0,5749.0,1968.0,57033.0,0.0,77.0,3186.0
2016-01-14 00:00:00+01:00,285.0,3920.0,1255.0,258.0,2239.0,5550.0,1187.0,56204.0,0.0,77.0,3373.0
2016-01-14 01:00:00+01:00,286.0,3412.0,1018.0,257.0,3171.0,5655.0,850.0,55981.0,0.0,76.0,3377.0
2016-01-14 02:00:00+01:00,288.0,3206.0,960.0,257.0,3170.0,5566.0,932.0,55784.0,0.0,76.0,3413.0
2016-01-14 03:00:00+01:00,288.0,3066.0,867.0,257.0,2935.0,5633.0,910.0,54892.0,0.0,78.0,3483.0
2016-01-14 04:00:00+01:00,288.0,2925.0,896.0,258.0,2926.0,5640.0,744.0,54681.0,0.0,78.0,3615.0
2016-01-14 05:00:00+01:00,288.0,3162.0,1120.0,257.0,2717.0,5665.0,890.0,54745.0,0.0,77.0,3673.0
2016-01-14 06:00:00+01:00,289.0,4547.0,1659.0,259.0,1806.0,5567.0,1242.0,56814.0,0.0,74.0,3561.0
2016-01-14 07:00:00+01:00,287.0,6264.0,1840.0,257.0,601.0,5739.0,2240.0,57457.0,0.0,72.0,3396.0
2016-01-14 08:00:00+01:00,286.0,7155.0,1821.0,258.0,1766.0,6091.0,2919.0,57912.0,75.0,68.0,3190.0
2016-01-14 09:00:00+01:00,283.0,7298.0,1882.0,259.0,2356.0,6136.0,3162.0,57953.0,321.0,69.0,2977.0
2016-01-14 10:00:00+01:00,256.0,7193.0,1866.0,258.0,2091.0,6190.0,3064.0,57901.0,731.0,70.0,2977.0
2016-01-14 11:00:00+01:00,259.0,6847.0,1954.0,258.0,1878.0,6189.0,3235.0,57972.0,1084.0,69.0,2840.0
2016-01-14 12:00:00+01:00,270.0,6776.0,1901.0,258.0,1153.0,6209.0,2614.0,57961.0,1261.0,68.0,3252.0
2016-01-14 13:00:00+01:00,272.0,6779.0,1857.0,259.0,454.0,6308.0,2057.0,57827.0,1297.0,66.0,3966.0
2016-01-14 14:00:00+01:00,259.0,6712.0,1830.0,259.0,189.0,5902.0,1491.0,57591.0,1080.0,63.0,4534.0
2016-01-14 15:00:00+01:00,271.0,6806.0,1909.0,259.0,124.0,5854.0,1436.0,57791.0,732.0,63.0,4671.0
2016-01-14 16:00:00+01:00,226.0,6744.0,1914.0,258.0,394.0,5989.0,1823.0,57607.0,304.0,64.0,4749.0
2016-01-14 17:00:00+01:00,283.0,6855.0,1911.0,259.0,542.0,6023.0,2558.0,57705.0,58.0,63.0,4819.0
2016-01-14 18:00:00+01:00,273.0,7157.0,1888.0,258.0,2038.0,6343.0,3188.0,57680.0,0.0,63.0,4981.0
2016-01-14 19:00:00+01:00,267.0,7266.0,1946.0,258.0,1961.0,6371.0,3230.0,57756.0,0.0,64.0,5448.0
2016-01-14 20:00:00+01:00,266.0,7223.0,1978.0,258.0,467.0,6093.0,2091.0,57727.0,0.0,62.0,5654.0
2016-01-14 21:00:00+01:00,259.0,6905.0,1931.0,257.0,990.0,5586.0,1380.0,57214.0,0.0,64.0,5864.0
2016-01-14 22:00:00+01:00,260.0,6362.0,2002.0,258.0,566.0,5577.0,1695.0,57348.0,0.0,65.0,5860.0
2016-01-14 23:00:00+01:00,270.0,5073.0,2037.0,258.0,454.0,5633.0,1569.0,57385.0,0.0,66.0,5878.0
2016-01-15 00:00:00+01:00,271.0,4014.0,1837.0,255.0,1188.0,5313.0,1361.0,57380.0,0.0,67.0,5905.0
2016-01-15 01:00:00+01:00,275.0,3061.0,1372.0,255.0,2933.0,5396.0,848.0,56866.0,0.0,67.0,5814.0
2016-01-15 02:00:00+01:00,271.0,2787.0,1011.0,255.0,3103.0,5520.0,863.0,56272.0,0.0,64.0,5843.0
2016-01-15 03:00:00+01:00,265.0,2746.0,990.0,255.0,3183.0,5511.0,1153.0,55020.0,0.0,66.0,5822.0
2016-01-15 04:00:00+01:00,272.0,2821.0,1152.0,256.0,2847.0,5508.0,1054.0,55406.0,0.0,67.0,5667.0
2016-01-15 05:00:00+01:00,272.0,3253.0,1288.0,256.0,2634.0,5534.0,1082.0,56180.0,0.0,66.0,5593.0
2016-01-15 06:00:00+01:00,274.0,4829.0,1569.0,256.0,936.0,5591.0,1717.0,57491.0,0.0,63.0,5344.0
2016-01-15 07:00:00+01:00,275.0,6804.0,2162.0,257.0,1300.0,5839.0,2780.0,58069.0,0.0,62.0,5284.0
2016-01-15 08:00:00+01:00,273.0,7436.0,2384.0,256.0,1872.0,6261.0,3347.0,58287.0,92.0,62.0,5228.0
2016-01-15 09:00:00+01:00,260.0,7441.0,2394.0,256.0,2347.0,6432.0,3063.0,58247.0,511.0,59.0,4925.0
2016-01-15 10:00:00+01:00,261.0,7367.0,2379.0,254.0,2100.0,6244.0,2621.0,58123.0,1317.0,60.0,4876.0
2016-01-15 11:00:00+01:00,255.0,7398.0,2507.0,255.0,1530.0,6113.0,2593.0,58232.0,1895.0,60.0,5066.0
2016-01-15 12:00:00+01:00,192.0,7309.0,2648.0,255.0,857.0,5910.0,1958.0,58242.0,2165.0,62.0,5553.0
2016-01-15 13:00:00+01:00,155.0,7213.0,2643.0,256.0,391.0,5748.0,1572.0,57943.0,2202.0,61.0,5835.0
2016-01-15 14:00:00+01:00,208.0,7119.0,2647.0,256.0,51.0,5624.0,943.0,57644.0,1733.0,62.0,6008.0
2016-01-15 15:00:00+01:00,154.0,7293.0,2722.0,256.0,658.0,5466.0,822.0,57891.0,1089.0,61.0,5673.0
2016-01-15 16:00:00+01:00,183.0,7234.0,2644.0,256.0,285.0,5572.0,1137.0,57802.0,434.0,61.0,5497.0
2016-01-15 17:00:00+01:00,157.0,7457.0,2675.0,256.0,819.0,6036.0,2319.0,58104.0,77.0,62.0,5446.0
2016-01-15 18:00:00+01:00,154.0,7500.0,2602.0,256.0,2257.0,6655.0,3770.0,58317.0,0.0,63.0,5469.0
2016-01-15 19:00:00+01:00,248.0,7447.0,2518.0,255.0,1862.0,6604.0,3495.0,58357.0,0.0,62.0,5455.0
2016-01-15 20:00:00+01:00,259.0,7368.0,2496.0,254.0,863.0,6131.0,2179.0,57697.0,0.0,63.0,5180.0
2016-01-15 21:00:00+01:00,259.0,7146.0,2524.0,254.0,203.0,5774.0,1278.0,57508.0,0.0,62.0,4924.0
2016-01-15 22:00:00+01:00,259.0,6762.0,2573.0,254.0,592.0,5681.0,1493.0,57599.0,0.0,62.0,4456.0
2016-01-15 23:00:00+01:00,259.0,6764.0,2286.0,254.0,530.0,5531.0,1525.0,57655.0,0.0,64.0,4146.0
2016-01-16 00:00:00+01:00,259.0,5235.0,1788.0,253.0,387.0,5421.0,1234.0,57348.0,0.0,65.0,3841.0
2016-01-16 01:00:00+01:00,259.0,3920.0,1017.0,253.0,2506.0,5188.0,1144.0,57326.0,0.0,65.0,3615.0
2016-01-16 02:00:00+01:00,259.0,3595.0,839.0,252.0,2948.0,5226.0,854.0,56752.0,0.0,65.0,3394.0
2016-01-16 03:00:00+01:00,259.0,3378.0,592.0,253.0,2594.0,5376.0,758.0,56747.0,0.0,65.0,3109.0
2016-01-16 04:00:00+01:00,259.0,3365.0,592.0,253.0,2493.0,5342.0,493.0,56610.0,0.0,65.0,3017.0
2016-01-16 05:00:00+01:00,259.0,3451.0,588.0,253.0,3025.0,5358.0,501.0,56470.0,0.0,64.0,2712.0
2016-01-16 06:00:00+01:00,259.0,3994.0,968.0,254.0,2811.0,5509.0,563.0,56604.0,0.0,63.0,2638.0
2016-01-16 07:00:00+01:00,261.0,4631.0,1525.0,254.0,1834.0,5511.0,1072.0,57338.0,0.0,62.0,2556.0
2016-01-16 08:00:00+01:00,263.0,5322.0,1650.0,254.0,169.0,5548.0,1787.0,57769.0,106.0,59.0,2354.0
2016-01-16 09:00:00+01:00,252.0,5712.0,1790.0,253.0,688.0,5846.0,2443.0,57954.0,610.0,61.0,2379.0
2016-01-16 10:00:00+01:00,170.0,5770.0,1995.0,253.0,853.0,6014.0,2669.0,57994.0,1457.0,60.0,2283.0
2016-01-16 11:00:00+01:00,139.0,5755.0,2133.0,253.0,551.0,5752.0,2094.0,57823.0,2076.0,62.0,2282.0
2016-01-16 12:00:00+01:00,135.0,5667.0,2161.0,254.0,691.0,5567.0,2010.0,57840.0,2407.0,62.0,2208.0
2016-01-16 13:00:00+01:00,136.0,5537.0,2187.0,253.0,42.0,5470.0,1626.0,57773.0,2325.0,63.0,2141.0
2016-01-16 14:00:00+01:00,252.0,5546.0,2209.0,254.0,685.0,5276.0,1397.0,57631.0,1892.0,71.0,2137.0
2016-01-16 15:00:00+01:00,269.0,5509.0,2104.0,254.0,1835.0,5417.0,982.0,57349.0,1187.0,74.0,2174.0
2016-01-16 16:00:00+01:00,256.0,5516.0,2042.0,254.0,2375.0,5502.0,1419.0,57488.0,485.0,75.0,2145.0
2016-01-16 17:00:00+01:00,251.0,5573.0,2077.0,254.0,718.0,5638.0,2149.0,57764.0,76.0,75.0,2117.0
2016-01-16 18:00:00+01:00,252.0,5777.0,2068.0,253.0,1539.0,6202.0,3319.0,57970.0,0.0,77.0,2045.0
2016-01-16 19:00:00+01:00,253.0,5786.0,2070.0,253.0,2588.0,6324.0,3927.0,58042.0,0.0,73.0,2025.0
2016-01-16 20:00:00+01:00,252.0,5802.0,2011.0,253.0,1996.0,5998.0,2827.0,57762.0,0.0,75.0,1845.0
2016-01-16 21:00:00+01:00,252.0,5538.0,2007.0,253.0,735.0,5598.0,2089.0,57387.0,0.0,78.0,1811.0
2016-01-16 22:00:00+01:00,253.0,5720.0,1982.0,252.0,1335.0,5561.0,2293.0,57421.0,0.0,76.0,1733.0
2016-01-16 23:00:00+01:00,253.0,5817.0,2063.0,245.0,1403.0,5462.0,2295.0,57549.0,0.0,77.0,1700.0
2016-01-17 00:00:00+01:00,252.0,5512.0,1790.0,244.0,437.0,5327.0,1628.0,57418.0,0.0,79.0,1703.0
2016-01-17 01:00:00+01:00,252.0,4973.0,1490.0,252.0,595.0,5153.0,763.0,57070.0,0.0,78.0,1703.0
2016-01-17 02:00:00+01:00,252.0,4356.0,1463.0,252.0,2075.0,4952.0,560.0,56547.0,0.0,76.0,1569.0
2016-01-17 03:00:00+01:00,252.0,3393.0,1437.0,252.0,2908.0,4850.0,362.0,56132.0,0.0,80.0,1515.0
2016-01-17 04:00:00+01:00,252.0,3124.0,1230.0,252.0,2884.0,4938.0,339.0,55707.0,0.0,79.0,1469.0
2016-01-17 05:00:00+01:00,252.0,3240.0,1204.0,252.0,2878.0,4909.0,351.0,55746.0,0.0,77.0,1395.0
2016-01-17 06:00:00+01:00,253.0,3494.0,1156.0,252.0,2966.0,4950.0,396.0,55871.0,0.0,76.0,1290.0
2016-01-17 07:00:00+01:00,252.0,3669.0,1458.0,252.0,3046.0,5053.0,388.0,56285.0,0.0,77.0,1192.0
2016-01-17 08:00:00+01:00,252.0,4262.0,1803.0,254.0,2119.0,5101.0,601.0,56599.0,119.0,77.0,1154.0
2016-01-17 09:00:00+01:00,253.0,5138.0,1886.0,253.0,651.0,5064.0,687.0,56981.0,599.0,77.0,1066.0
2016-01-17 10:00:00+01:00,253.0,5897.0,1742.0,252.0,10.0,5033.0,870.0,56984.0,1370.0,78.0,1016.0
2016-01-17 11:00:00+01:00,253.0,6347.0,1450.0,252.0,472.0,5167.0,968.0,57138.0,2013.0,82.0,927.0
2016-01-17 12:00:00+01:00,253.0,6430.0,1452.0,252.0,698.0,5141.0,1001.0,57048.0,2428.0,84.0,911.0
2016-01-17 13:00:00+01:00,253.0,6272.0,1409.0,252.0,92.0,5033.0,963.0,56774.0,2333.0,82.0,836.0
2016-01-17 14:00:00+01:00,255.0,5878.0,1464.0,252.0,941.0,4958.0,525.0,57192.0,1894.0,85.0,784.0
2016-01-17 15:00:00+01:00,252.0,5730.0,1499.0,253.0,1335.0,4955.0,422.0,56747.0,1126.0,87.0,764.0
2016-01-17 16:00:00+01:00,249.0,6319.0,1617.0,253.0,969.0,4943.0,473.0,56350.0,391.0,86.0,752.0
2016-01-17 17:00:00+01:00,249.0,6443.0,1909.0,253.0,503.0,5411.0,1441.0,56383.0,65.0,77.0,884.0
2016-01-17 18:00:00+01:00,249.0,6623.0,2074.0,252.0,1891.0,5929.0,3119.0,56653.0,0.0,73.0,1156.0
2016-01-17 19:00:00+01:00,251.0,6645.0,2102.0,249.0,2538.0,6115.0,3757.0,57002.0,0.0,82.0,1465.0
2016-01-17 20:00:00+01:00,252.0,6608.0,2047.0,249.0,1690.0,5914.0,2170.0,57024.0,0.0,84.0,1820.0
2016-01-17 21:00:00+01:00,250.0,6415.0,1995.0,249.0,956.0,5497.0,1292.0,56781.0,0.0,84.0,2153.0
2016-01-17 22:00:00+01:00,249.0,6317.0,1916.0,243.0,992.0,5467.0,1318.0,56706.0,0.0,85.0,2389.0
2016-01-17 23:00:00+01:00,247.0,6212.0,1888.0,243.0,501.0,5255.0,1175.0,56821.0,0.0,82.0,2554.0
2016-01-18 00:00:00+01:00,249.0,5891.0,1797.0,240.0,467.0,5091.0,734.0,56351.0,0.0,84.0,2619.0
2016-01-18 01:00:00+01:00,250.0,5609.0,1513.0,240.0,2560.0,4992.0,655.0,56682.0,0.0,86.0,2745.0
2016-01-18 02:00:00+01:00,253.0,5716.0,1288.0,248.0,3181.0,4971.0,653.0,56920.0,0.0,84.0,2881.0
2016-01-18 03:00:00+01:00,253.0,4893.0,1288.0,250.0,3210.0,4879.0,538.0,56567.0,0.0,84.0,2887.0
2016-01-18 04:00:00+01:00,253.0,4736.0,1564.0,248.0,3201.0,4902.0,377.0,56272.0,0.0,83.0,2917.0
2016-01-18 05:00:00+01:00,251.0,5780.0,1837.0,265.0,3146.0,5003.0,775.0,56843.0,0.0,83.0,2891.0
2016-01-18 06:00:00+01:00,246.0,6377.0,2192.0,321.0,1125.0,5235.0,1439.0,58372.0,0.0,83.0,2909.0
2016-01-18 07:00:00+01:00,248.0,7171.0,2491.0,522.0,739.0,5730.0,3569.0,58977.0,0.0,83.0,3007.0
